Product,Price,Image,Link,CPU,RAM,Storage,Graphics,Screen,Status,OS,Size,Connector,Brand
Lenovo Ideapad Gaming 3 15IAH7 i5 12500H (82S9007TVN),19.990.000,https://cdn.tgdd.vn/Products/Images/44/283775/lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn,"i5, 12500H, 2.5GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 120Hz",New,Windows 11 Home SL,Dài 359.6 mm - Rộng 266.4 mm - Dày 21.8 mm - Nặng 2.315 kg,"1 x Thunderbolt 4 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2",LENOVO
Asus Gaming TUF Dash F15 FX517ZC i5 12450H (HN077W),28.990.0,https://cdn.tgdd.vn/Products/Images/44/274921/asus-tuf-gaming-fx517zc-i5-hn077w-190322-114627-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517zc-i5-hn077w,"i5, 12450H, 2GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm - Nặng 2 kg,"Thunderbolt 4, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
Lenovo Ideapad 3 14ABA7 R5 5625U (82RM003WVN),10.490.000,https://cdn.tgdd.vn/Products/Images/44/302227/lenovo-ideapad-3-14aba7-r5-82rm003wvn-thumb-laptop-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-3-14aba7-r5-82rm003wvn,"Ryzen 5, 5625U, 2.30 GHz","8 GB, DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống), 3200 MHz","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Radeon","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 324.2 mm - Rộng 215.7 mm - Dày 19.9 mm - Nặng 1.43 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 1 x USB 3.2, USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)",LENOVO
HP Pavilion 15 eg2056TU i5 1240P (6K786PA),16.390.000,https://cdn.tgdd.vn/Products/Images/44/284141/hp-pavilion-15-eg2056tu-i5-6k786pa-160822-111629-600x600.jpg,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2056tu-i5-6k786pa,"i5, 1240P, 1.7GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.72 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",HP
HP 15s fq5162TU i5 1235U (7C134PA),16.690.000,https://cdn.tgdd.vn/Products/Images/44/302532/TimerThumb/302532.jpg,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm - Nặng 1.7 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",HP
Asus Gaming ROG Strix G15 G513IH R7 4800H (HN015W),22.990.0,https://cdn.tgdd.vn/Products/Images/44/270031/asus-rog-strix-gaming-g513ih-r7-4800h-8gb-512gb-4gb-600x600.jpg,https://www.thegioididong.com/laptop/asus-rog-strix-gaming-g513ih-r7-hn015w,"Ryzen 7, 4800H, 2.9GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","Card rời, GTX 1650 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 259 mm - Dày 20.6 mm - Nặng 2.1 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 3x Type-A USB 3.2 Gen 1, USB Type-C (hỗ trợ Power Delivery và DisplayPort)",ASUS
Lenovo Ideapad 5 15IAL7 i5 1235U (82SF005HVN),14.890.000,https://cdn.tgdd.vn/Products/Images/44/300689/lenovo-ideapad-5-15ial7-i5-82sf005hvn-thumb-laptop-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-5-15ial7-i5-82sf005hvn,"i5, 1235U, 1.3GHz","8 GB, DDR4 (Onboard), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)), Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB)","Card tích hợp, Intel Iris Xe","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 356.67 mm - Rộng 233.13 mm - Dày 16.9 mm - Nặng 1.85 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2 (Always on), 1 x USB 3.2, 2 x USB Type-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 3.0, and DisplayPort 1.2)",LENOVO
HP Pavilion 14 dv2074TU i5 1235U (7C0P3PA),17.690.000,https://cdn.tgdd.vn/Products/Images/44/302204/hp-pavilion-14-dv2074tu-i5-7c0p3pa-thumb-600x600.jpg,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2074tu-i5-7c0p3pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 325 mm - Rộng 216.6 mm - Dày 17 mm - Nặng 1.41 kg,"HDMI, Jack tai nghe 3.5 mm, 2x SuperSpeed USB A, 1 x SuperSpeed USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HP
Acer Aspire 7 Gaming A715 76G 5132 i5 12450H (NH.QMESV.002),15.990.000,https://cdn.tgdd.vn/Products/Images/44/307786/acer-aspire-7-gaming-a715-76g-5132-i5-nhqmesv002-thumb-600x600.jpg,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5132-i5-nhqmesv002,"i5, 12450H, 2GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)","Card rời, GTX 1650 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 362.3 mm - Rộng 237.4 mm - Dày 19.9 mm - Nặng 2.1 kg,"HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)",ACER
Dell Vostro 5410 i5 11320H (V4I5214W1),23.090.00,https://cdn.tgdd.vn/Products/Images/44/267695/dell-vostro-5410-i5-11320h-8gb-512gb-office-h-s-600x600.jpg,https://www.thegioididong.com/laptop/dell-vostro-5410-i5-v4i5214w1,"i5, 11320H, 3.2GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 321.2 mm - Rộng 212.8 mm - Dày 17.9 mm - Nặng 1.44 kg,"USB Type-C, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2",DELL
MSI Modern 15 A5M R7 5700U (237VN),12.490.000,https://cdn.tgdd.vn/Products/Images/44/263792/msi-modern-15-a5m-r7-237vn-021221-110854-600x600.jpg,https://www.thegioididong.com/laptop/msi-modern-15-a5m-r7-237vn,"Ryzen 7, 5700U, 1.8GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB), Không hỗ trợ khe cắm HDD","Card tích hợp, Radeon","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 356.8 mm - Rộng 233.7 mm - Dày 18.9 mm - Nặng 1.6 kg,"USB Type-C, HDMI, 3 x USB 3.2, Jack tai nghe 3.5 mm",MSI
Lenovo Ideapad 5 Pro 14ITL6 i5 1155G7 (82L300M9VN),15.990.000,https://cdn.tgdd.vn/Products/Images/44/284187/lenovo-ideapad-5-pro-14itl6-i5-82l300m9vn-ab-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l300m9vn,"i5, 1155G7, 2.5GHz","8 GB, DDR4 (Onboard), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))","Card tích hợp, Intel Iris Xe","14"", 2.2K (2240x1400)",New,Windows 11 Home SL,Dài 312.2 mm - Rộng 221 mm - Dày 17.99 mm - Nặng 1.38 kg,"HDMI, Jack tai nghe 3.5 mm, USB-C 3.2 Gen 1 (support data transfer and Power Delivery 3.0), 1 x USB 3.2 (Always on), 1 x USB 3.2, 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu và Always On)",LENOVO
HP Pavilion 15 eg2035TX i5 1235U (6K781PA),18.590.000,https://cdn.tgdd.vn/Products/Images/44/284142/hp-pavilion-15-eg2035tx-i5-6k781pa-180822-030801-600x600.jpg,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2035tx-i5-6k781pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card rời, MX550 2GB","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.74 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",HP
Lenovo Ideapad 3 15IAU7 i5 1235U (82RK001PVN),14.490.000,https://cdn.tgdd.vn/Products/Images/44/291738/lenovo-ideapad-3-15iau7-i5-82rk001pvn-281122-052020-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel UHD","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.63 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 1 x USB 3.2, USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)",LENOVO
MSI Gaming GF63 Thin 11UC i5 11400H (1230VN),17.990.00,https://cdn.tgdd.vn/Products/Images/44/303499/TimerThumb/msi-gaming-gf63-thin-11uc-i5-1230vn-(12).jpg,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11uc-i5-1230vn,"i5, 11400H, 2.7GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz","512 GB SSD NVMe PCIe, Hỗ trợ khe cắm SATA 2.5 inch mở rộng (nâng cấp SSD hoặc HDD đều được)","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,"USB Type-C, HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm",MSI
HP Pavilion X360 14 ek0134TU i5 1235U (7C0P8PA),19.490.000,https://cdn.tgdd.vn/Products/Images/44/302212/hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa-050223-090333-600x600.jpg,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 (Onboard), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 322 mm - Rộng 210 mm - Dày 19.9 mm - Nặng 1.51 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",HP
Acer Nitro 5 Gaming AN515 57 553E i5 11400H (NH.QENSV.006),19.990.000,https://cdn.tgdd.vn/Products/Images/44/274134/acer-nitro-5-gaming-an515-57-553e-i5-11400h-8gb-512gb-4gb-090322-050352-600x600.jpg,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-553e-i5-nhqensv006,"i5, 11400H, 2.7GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB), Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,"USB Type-C, HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm",ACER
HP 245 G9 R5 5625U (6L1N9PA),12.490.000,https://cdn.tgdd.vn/Products/Images/44/305769/hp-245-g9-r5-6l1n9pa-thumb-600x600.jpg,https://www.thegioididong.com/laptop/hp-245-g9-r5-6l1n9pa,"Ryzen 5, 5625U, 2.30 GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB)","Card tích hợp, Radeon","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2x SuperSpeed USB A, 1x SuperSpeed USB Type-C",HP
Asus Vivobook 14 X1402ZA i5 1240P (EK083W),18.490.0,https://cdn.tgdd.vn/Products/Images/44/284256/TimerThumb/asus-vivobook-14-x1402za-i5-ek083w-(12).jpg,https://www.thegioididong.com/laptop/asus-vivobook-14-x1402za-i5-ek083w,"i5, 1240P, 1.7GHz","8 GB, DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel UHD","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 324.9 mm - Rộng 213.9 mm - Dày 19.9 mm - Nặng 1.5 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 2 x USB 3.2",ASUS
Lenovo Ideapad 3 15IAU7 i3 1215U (82RK001MVN),11.490.000,https://cdn.tgdd.vn/Products/Images/44/287770/lenovo-ideapad-3-15iau7-i3-82rk001mvn-281122-052013-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk001mvn,"i3, 1215U, 1.2GHz","8 GB, DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel UHD","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.63 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 1 x USB 3.2, USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)",LENOVO
Acer Nitro 5 Gaming AN515 57 5669 i5 11400H (NH.QEHSV.001),17.990.000,https://cdn.tgdd.vn/Products/Images/44/263983/acer-nitro-5-gaming-an515-57-5669-i5-11400h-8gb-512gb-144hz-4gb-gtx1650-win11-nhqehsv001-031221-100506-600x600.jpg,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-5669-i5-nhqehsv001,"i5, 11400H, 2.7GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB), Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","Card rời, GTX 1650 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,"USB Type-C, HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm",ACER
Dell Inspiron 16 5620 i7 1255U (N6I7110W1),25.190.0,https://cdn.tgdd.vn/Products/Images/44/292396/dell-inspiron-16-5620-i7-n6i7110w1-thumb-600x600.jpg,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7110w1,"i7, 1255U, 1.7GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel UHD","16"", Full HD+ (1920 x 1200)",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 356.7 mm - Rộng 251.9 mm - Dày 17.95 mm - Nặng 1.87 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, USB Type-C (hỗ trợ Power Delivery và DisplayPort)",DELL
itel ABLE 1S N4020 (71006300027),5.490.000,https://cdn.tgdd.vn/Products/Images/44/265523/itel-able-1s-n4020-71006300027-thumb-600x600.jpg,https://www.thegioididong.com/laptop/itel-able-1s-n4020-71006300027,"Celeron, N4020, 1.1GHz","4 GB, DDR4 (Onboard), 2400 MHz","256 GB SSD M.2 SATA 3 (Có thể tháo ra lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB)","Card tích hợp, Intel UHD 600","14"", HD (1366 x 768)",New,Windows 11 Home SL,Dài 336.2 mm - Rộng 223 mm - Dày 19.9 mm - Nặng 1.4 kg,"2 x USB 3.0, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm",ITEL
Acer Aspire 3 A314 35 P3G9 N6000 (NX.A7SSV.007),6.990.000,https://cdn.tgdd.vn/Products/Images/44/274136/acer-aspire-3-a314-35-p3g9-n6000-4gb-256gb-090322-050700-600x600.jpg,https://www.thegioididong.com/laptop/acer-aspire-3-a314-35-p3g9-n6000-nxa7ssv007,"Pentium, N6000, 1.1GHz","4 GB, DDR4 2 khe (1 khe 4 GB + 1 khe rời), 2400 MHz","256 GB SSD M.2 SATA 3 (Có thể tháo ra lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB), Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)","Card tích hợp, Intel UHD","14"", HD (1366 x 768)",New,Windows 11 Home SL,Dài 328 mm - Rộng 236 mm - Dày 19.9 mm - Nặng 1.45 kg,"HDMI, LAN (RJ45), USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2",ACER
MSI Modern 14 C11M i3 1115G4 (011VN),10.990.000,https://cdn.tgdd.vn/Products/Images/44/304539/TimerThumb/msi-modern-14-c11m-i3-011vn-km-thumb.jpg,https://www.thegioididong.com/laptop/msi-modern-14-c11m-i3-011vn,"i3, 1115G4, 3GHz","8 GB, DDR4 (Onboard), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel UHD","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 319.9 mm - Rộng 223 mm - Dày 19.35 mm - Nặng 1.4 kg,"2 x USB 2.0, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery)",MSI
HP 15s fq5078TU i5 1235U (6K798PA),15.190.000,https://cdn.tgdd.vn/Products/Images/44/284139/hp-15s-fq5078tu-i5-6k798pa-010922-041140-600x600.jpg,https://www.thegioididong.com/laptop/hp-15s-fq5078tu-i5-6k798pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm - Nặng 1.69 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",HP
Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U (82XS002KVN),16.490.000,https://cdn.tgdd.vn/Products/Images/44/305673/TimerThumb/lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn-(2).jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn,"Ryzen 5, 7530U, 2GHz","16 GB, DDR4 (Onboard), 3200 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card tích hợp, Radeon","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 324.1 mm - Rộng 215.7 mm - Dày 17.1 mm - Nặng 1.17 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)",LENOVO
