Name,Price,URL,ImgURL,CPU,Ram,Ram_slot,Storage,Graphics,Display,Battery,Wireless,Weight,Size,Color,OS
Laptop LG Gram 2023 15Z90RT-G.AH55A5,42990000,https://www.phucanh.vn//laptop-lg-gram-2023-15z90rt-g.ah55a5.html,https://phucanhcdn.com/media/product/250_51085_laptop_lg_gram_2023_15z90rt_g_ah55a5_8.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",999 gram,"15.6inch Full HD,35.6 cm x 22.76 cm x 10.99~12.55 cm",Blue,Windows 11 Home
Laptop LG Gram 2023 Ultra Slim 16Z90RS-G.AH54A5,43990000,https://www.phucanh.vn//laptop-lg-gram-2023-ultra-slim-16z90rs-g.ah54a5.html,https://phucanhcdn.com/media/product/250_51084_laptop_lg_gram_2023_ultra_slim_16z90rs_g_ah54a5_8.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,16.0inch WQHD,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",1250 gram,"16.0inch WQHD,35.51 cm x 24.13 cm x 1.59 cm",White,Windows 11 Home
Laptop LG Gram 2023 2 in1 14T90R-G.AH55A5,37990000,https://www.phucanh.vn//laptop-lg-gram-2023-2-in1-14t90r-g.ah55a5.html,https://phucanhcdn.com/media/product/250_51083_laptop_lg_gram_2023_2_in1_14t90r_g_ah55a5_10.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,14.0inch WUXGA Touch,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",1250 gram,"14.0inch WUXGA Touch,31.2 cm x 21.39 cm x 1.68  cm",Black,Windows 11 Home
Màn hình LG Gram+View 16MR70.ASDA5 Màn di động / 60HZ/ 350cd/m²/ IPS),9890000,https://www.phucanh.vn//man-hinh-lg-gram-view-16mr70.asda5-man-di-dong.html,https://phucanhcdn.com/media/product/250_51082_man_hinh_lg_gram_view_16mr70_asda5_man_di_dong_5.jpg,,,2,,Intel Iris Xe Graphics,<20 inch,Battery,"Wi-Fi 6, Bluetooth 5.0",,<20 inch,Black,Windows 11 Home
Laptop LG Gram 2023 14ZD90R-G.AX51A5,25990000,https://www.phucanh.vn//laptop-lg-gram-2023-14zd90r-g.ax51a5.html,https://phucanhcdn.com/media/product/250_51081_laptop_lg_gram_2023_14zd90r_g_ax51a5_h1.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,8Gb (Onboard) DDR5 6000,Không hỗ trợ,256GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,14.0inch WUXGA,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",999 gr,"14.0inch WUXGA,31.2 cm x 21.39 cm x 1.68  cm",White,NoOS
Laptop LG Gram 2023 14ZD90R-G.AX52A5,25990000,https://www.phucanh.vn//laptop-lg-gram-2023-14zd90r-g.ax52a5.html,https://phucanhcdn.com/media/product/250_51080_laptop_lg_gram_2023_14zd90r_g_ax52a5_h1.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,8Gb (Onboard) DDR5 6000,Không hỗ trợ,256GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,14.0inch WUXGA,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",999 gr,"14.0inch WUXGA,31.2 cm x 21.39 cm x 1.68  cm",Black,NoOS
Laptop LG Gram 2023 14Z90R-G.AH53A5,32490000,https://www.phucanh.vn//laptop-lg-gram-2023-14z90r-g.ah53a5.html,https://phucanhcdn.com/media/product/250_51079_laptop_lg_gram_2023_14z90r_g_ah53a5_h1.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,256GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,14.0inch WUXGA,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",999 gr,"14.0inch WUXGA,31.2 cm x 21.39 cm x 1.68  cm",Grey,Windows 11 Home
Laptop LG Gram 2023 14Z90R-G.AH75A5,38990000,https://www.phucanh.vn//laptop-lg-gram-2023-14z90r-g.ah75a5.html,https://phucanhcdn.com/media/product/250_51078_laptop_lg_gram_2023_14z90r_g_ah75a5_h1.jpg,Core i7 Raptor Lake 1360P 2.2 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,14.0inch WUXGA,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",999 gr,"14.0inch WUXGA,31.2 cm x 21.39 cm x 1.68  cm",Black,Windows 11 Home
Laptop LG Gram 2023 16ZD90R-G.AX55A5,39990000,https://www.phucanh.vn//laptop-lg-gram-2023-16zd90r-g.ax55a5.html,https://phucanhcdn.com/media/product/250_51077_lg_gram_2023_16zd90r_g_ax55a5.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,16.0inch WQXGA,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",1199 gram,"16.0inch WQXGA,35.51 cm x 24.23 cm x 1.68 cm",Black,NoOS
Laptop LG Gram 2023 16Z90R-G.AH76A5,46990000,https://www.phucanh.vn//laptop-lg-gram-2023-16z90r-g.ah76a5.html,https://phucanhcdn.com/media/product/250_51076_lg_gram_2023_16z90r_g_ah76a5.jpg,Core i7 Raptor Lake 1360P 2.2 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,16.0inch WQXGA,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",1199 gram,"16.0inch WQXGA,35.51 cm x 24.23 cm x 1.68 cm",Black,Windows 11 Home
Laptop LG Gram 2023 17ZD90R-G.AX73A5,42990000,https://www.phucanh.vn//laptop-lg-gram-2023-17zd90r-g.ax73a5.html,https://phucanhcdn.com/media/product/250_51075_lg_gram_2023_17zd90r_g_ax73a5.jpg,Core i7 Raptor Lake 1360P 2.2 GHz,16Gb (Onboard) DDR5 6000,Không hỗ trợ,256GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,17.0inch WQXGA,Battery,"Intel Wireless-AX211 (802.11ax, 2x2, Dual Band, BT Combo)",1350 gram,"17.0inch WQXGA,37.88 cm x 25.88 cm x 1.78 cm",Grey,NoOS
